album,song_title,writers,capo,intro_chords,verse_chords,verse_lyrics,pre_chorus_chords,pre-chorus_lyrics,chorus_chords,chorus_lyrics,post_chorus_chords,Post_Chorus_Lyrics,bridge_chords,bridge_lyrics,outro_chords,outro_lyrics,multi_verse,multi_bridge,core_title,common_id,intro_chordsTransposed,verse_chordsTransposed,pre_chorus_chordsTransposed,chorus_chordsTransposed,post_chorus_chordsTransposed,bridge_chordsTransposed,outro_chordsTransposed
RED (Taylor's Version),run (taylor's version) (from the vault),Taylor Swift Ed Sheeran,1,D-G-D-G,D-G-A-D-G,Give me the keys I'll bring the car back around/We shouldn't be in this town/And my so-called friends they don't know/I'd drive away before I let you go/So give me a reason and don't say no no,Em-Bm-D-A,There's a chain 'round your throat piece of paper where I wrote/‘I'll wait for you’/There's a key on the chain there's a picture in a frame/Take it with you,D-G-Bm-A,And run like you'd run from the law/Darling let's run/Run from it all/We can go where our eyes can take us/Go where no one else is run/Ooh we'll run/Ooh we'll run/Ooh we'll run,G-A-Bm-G-D-G,NONE,NONE,There's been this hole in my heart/This thing was a shot in the dark/Say you'll never let 'em tear us apart/And I'll hold onto you while we run/(And we run and we run and we run),G-D,Ooh we'll run/Ooh we'll run/Ooh and we'll run,False,False,run taylors version from the vault,159,D#-G#-D#-G#,D#-G#-A#-D#-G#,Fm-Cm-D#-A#,D#-G#-Cm-A#,G#-A#-Cm-G#-D#-G#,NONE,G#-D#
Folklore,mirrorball,Taylor Swift  Jack Antonoff,0,G,D-G-Bm,I want you to know/I’m a mirrorball/I’ll show you every version of yourself tonight/I’ll get you out on the floor/Shimmering beautiful/And when I break  it's in a million pieces,NONE,NONE,D-G-Bm,Hush  when no one is around  my dear/You’ll find me on my tallest tiptoes/Spinning in my highest heels  love/Shining just for you/Hush  I know they said the end is near/But I'm still on my tallest tiptoes/Spinning in my highest heels  love/Shining just for you,NONE,NONE,D-G-Bm,And they called off the circus  burned the disco down/When they sent home the horses and the rodeo clowns/I'm still on that tightrope/I’m still trying everything to get you laughing at me/And I'm still a believer  but I don't know whyI've never been a natural  all I do is try  try  try/I’m still on that trapeze/I’m still trying everything to keep you looking at me,G-Bm-G-D,Because I'm a mirrorball/I’m a mirrorball/And I'll show you every version of yourself tonight,False,False,mirrorball,93,G,D-G-Bm,NONE,D-G-Bm,NONE,D-G-Bm,G-Bm-G-D
The Tortured Poets Department,but daddy i love him,Taylor Swift Aaron Dessner,2,NONE,A-G-D-A,I forget how the west was won/I forget if this was ever fun/I just learned these people only raise you/To cage you,Bm-G-D-A,Too high a horse for a simple girl/To rise above it/They slAmmed the door on my whole world/The one thing I wanted,D-G-A-G,I’m running with my dress unbuttoned/ScrеAmin' 'But daddy I love him’/I'm having his baby no I'm no/But you should see your faces/I'm telling him to floor it through thе fences/No I'm not coming to my senses/I know it's crazy/But he's the one I want,NONE,NONE,Bm-G-,God save the most judgmental creeps/Who say they want what's best for me/Sanctimoniously performing soliloquies I'll never see/Thinking it can change the beat of my heart when he touches me/And counteract the chEmistry,G-A-G-D,ScreAming 'But daddy I love him’/I'm having his baby/No I'm not,True,False,but daddy i love him,227,NONE,B-A-E-B,C#m-A-E-B,E-A-B-A,NONE,C#m-A-,A-B-A-E
Lover,paper rings,Taylor Swift Jack Antonoff,0,NONE,D-D-A-Bm,The moon is high/Like your friends were the night that we first met/Went home and tried to stalk you on the internet/Now I've read all of the books beside your bed,D-A-Bm,(Ay!) Kiss me once 'cause you know I had a long night/(Oh!) Kiss me twice 'cause it's gonna be alright/(Uh!) Three times 'cause I've waited my whole life,D-G-A,I like shiny things  but I'd marry you with paper rings/Uh-huh  that's right  darling  you're the one I want/And I hate accidents except when we went from friends to this/Uh-huh  that's right  darling  you're the one I want,D-A-Bm,In paper rings  in picture frames  in dirty dreams/Ah-oh  you're the one I want,E-A-B-E,I want to drive away with you/I want your complications too/I want your dreary Mondays/Wrap your arms around me  baby boy,E-A-B-E,You're the one I want  the one I want/You're the one I want  the one I want,False,False,paper rings,98,NONE,D-D-A-Bm,D-A-Bm,D-G-A,D-A-Bm,E-A-B-E,E-A-B-E
Speak Now(Taylor’s Version),back to december (taylor's version),Taylor Swift,0,D-Bm-G,D-BmG-D-A,I'm so glad you made the time to see me/How's life  tell me how's your family/I haven't seen them in a while/You've been good  busier than ever/We small talk  work and the weather/Your guard is up  and I know why/Because the last time you saw me/Is still burned in the back of your mind/You gave me roses and I left them there to die,NONE,NONE,D-F#m-G-D-A,So this is me swallowing my pride/Standing in front of you saying I'm sorry for that night/And I go back to December all the time/It turns out freedom ain't nothing but missing you/Wishing I'd realized what I had when you were mine/I’d go back to December  turn around and make it alright/I go back to December all the time,NONE,NONE,Bm-G-D-A,I miss your tan skin  your sweet smile/So good to me  so right/And how you held me in your arms that September night/The first time you ever saw me cry/Maybe this is wishful thinking/Probably mindless dreaming/But if we loved again I swear I'd love you right/I’d go back in time and change it but I can’t/So if the chain is on your door I understand,D-Bm-G,All the time,False,False,back to december taylors version,193,D-Bm-G,D-BmG-D-A,NONE,D-F#m-G-D-A,NONE,Bm-G-D-A,D-Bm-G
Folklore,invisible string,Taylor Swift  Aaron Dessner,0,G-F#m-Em-Bm,G-F#m-Em-Bm,Green was the color of the grass/Where I used to read at Centennial Park/I used to think I would meet somebody there/Teal was the color of your shirt/When you were sixteen at the yogurt shop/You used to work at to make a little money,NONE,NONE,D-Em-G-F#m-Em-Bm,Time  curious time/Gave me no compasses  gave me no signs/Were there clues I didn't see?/And isn't it just so pretty to think/All along there was some/Invisible string/Tying you to me?/Ooh-ooh-ooh-ooh,NONE,NONE,Am-G-D,A string that pulled me/Out of all the wrong arms  right into that dive bar/Something wrapped all of my past mistakes in barbed wire/Chains around my demons/Wool to brave the seasons/One single thread of gold,Am-G-D,Ah-ah-ah,True,False,invisible string,35,G-F#m-Em-Bm,G-F#m-Em-Bm,NONE,D-Em-G-F#m-Em-Bm,NONE,Am-G-D,Am-G-D
Taylor Swift,our song,Taylor Swift,0,D-Em-G-A,D-Em-G-A,I was riding shotgun with my hair undone in the front seat of his car/He’s got a one-hand feel on the steering wheel/The other on my heart/I look around turn the radio down/He says baby is something wrong?/I say nothing I was just thinking how we don’t have a song/And he says,NONE,NONE,D-Em-G-A,Our song is the slamming screen door/Sneakin’ out late tapping on your window/When you’re on the phone and you talk real slow/Cause it’s late and your mama don’t know/Our song is the way you laugh/The first date 'man I didn’t kiss her but I should have’/And when I got home ... before I said amen/Asking God if he could play it again,NONE,NONE,Em-G-D-A,I’ve heard every album listened to the radio/Waited for something to come along/That was as good as our song,D-Em-G-A-D-Em-G,I was riding shotgun with my hair undone/In the front seat of his car/I grabbed a pen and an old napkin/And I... wrote down our song,False,False,our song,26,D-Em-G-A,D-Em-G-A,NONE,D-Em-G-A,NONE,Em-G-D-A,D-Em-G-A-D-Em-G
Evermore,right where you left me,Taylor Swift  Aaron Dessner,3,NONE,D-Em-C-G,Friends break up  friends get married/Strangers get born  strangers get buried/Trends change  rumors fly through new skies/But I'm right where you left me/Matches burn after the other/Pages turn and stick to each other/Wages earned and lessons learned/But I  I'm right where you left me,D-Em-C-G,Help  I'm still at the restaurant/Still sitting in a corner I haunt/Cross-legged in the dim light/They say  'What a sad sight ' I/I swear you could hear a hair pin drop/Right when I felt the moment stop/Glass shattered on the white cloth/Everybody moved on  I  I stayed there/Dust collected on my pinned-up hair/They expected me to find somewhere/Some perspective  but I sat and stared right where,D-Em-C,You left me  you left me no  oh  you left me no/You left me no choice but to stay here forever/You left me  you left me no  oh  you left me no/You left me no choice but to stay here forever,NONE,NONE,Bm-C-D-C-G-D-Am,Did you ever hear about the girl who got frozen?/Time went on for everybody else  she won't know it/She’s still twenty-three inside her fantasy/How it was supposed to be/  Did you hear about the girl who lives in delusion?/Breakups happen every day  you don't have to lose it/She’s still twenty-three inside her fantasy/And you're sitting in front of me,D-Em-C-G-D,You left me  you left me no  oh  you left me no/You left me no choice but to stay here forever/You left me  you left me no  oh  you left me no/You left me no choice but to stay here forever,False,False,right where you left me,49,NONE,F-Gm-D#-A#,F-Gm-D#-A#,F-Gm-D#,NONE,Dm-D#-F-D#-A#-F-Cm,F-Gm-D#-A#-F
Midnights,lavender haze,Taylor Swift Jack Antonoff Zoë Kravitz Mark Spears Jahaan Sweet Sam,1,D-E-Bm,D-E-Bm,Staring at the ceiling with you/ Oh you don't ever say too much/And you don't really read into/ My melancholia,D-E-Bm-Bm,I been under scrutiny (Yeah oh yeah)/You handle it beautifully (Yeah oh yeah)/All this shit is new to me (Yeah oh yeah),D-E-Bm,I feel the lavender haze creeping up on me/ Surreal/I’m damned if I do give a damn what people say/ No deal/The 1950s shit they want from me/ I just wanna stay in that lavender haze,NONE,NONE,D-E-Bm-Bm,Talk your talk and go viral/I just need this love spiral/Get it off your chest/Get it off my desk (Get it off my desk)/Talk your talk and go viral/I just need this love spiral/Get it off your chest/Get it off my desk,Bm-Bm-D-E-Bm,Get it off your chest/Get it off my desk/That lavender haze/I just wanna stay/I just wanna stay in that lavender haze,False,False,lavender haze,136,D#-F-Cm,D#-F-Cm,D#-F-Cm-Cm,D#-F-Cm,NONE,D#-F-Cm-Cm,Cm-Cm-D#-F-Cm
Lover,you need to calm down,Taylor Swift Joel Little,0,D-G,D-G-G,You are somebody that I don't know/But you're takin' shots at me like it's Patrón/And I'm just like 'Damn  it's 7 a.m.’/Say it in the street  that's a knock-out/But you say it in a tweet  that's a cop-out/And I'm just like 'Hey  are you okay?’,D-D-G,And I ain't tryna mess with your self-expression but I've learned the lesson/That stressin' and obsessin' 'bout somebody else is no fun/And snakes and stones never broke my bones,D-D-G-G-,"So oh-oh  oh-oh  oh-oh  oh-oh  oh-oh,You need to calm down  you're being too loud",NONE,NONE,D-G-G,And we see you over there on the internet/Comparing all the girls who are killin' it/But we figured you out  we all know now/We all got crowns  you need to calm down,NONE,NONE,False,False,you need to calm down,108,D-G,D-G-G,D-D-G,D-D-G-G-,NONE,D-G-G,NONE
Speak Now(Taylor’s Version),never grow up (taylor's version),Taylor Swift,0,D-D-Bm-A,D-D-Bm-A-G-A,Your little hand's wrapped around my finger/And it's so quiet in the world tonight/Your little eyelids flutter 'cause you're dreaming/So I tuck you in  turn on your favorite nightlight,G-Bm-G-A,To you  everything's funny/You've got nothing to regret/I’d give all I have honey  if you could stay like that,D-D-Bm-A,Oh  darlin' don't you ever grow up/Don’t you ever grow up  just stay this little/Oh  darlin' dont you ever grow up/Dont you ever grow up  it could stay this simple/I won’t let nobody hurt you/Won’t let no one break your heart/And no one will desert you/Just try to never grow up,NONE,NONE,G-D-A,Take pictures in your mind of your childhood room/Memorize what it sounded like when your dad gets home/Remember the footsteps  remember the words said/And all your little brother's favourite songs/I just realised everything I have is someday gonna be gone,D-D-Bm-A,So here I am in my new apartment/In a big city  they just dropped me off/It's so much colder than I thought it would be/so I tuck myself  and turn my nightlight on/Wish I'd never grown up/Wish I'd never grown up,False,False,never grow up taylors version,185,D-D-Bm-A,D-D-Bm-A-G-A,G-Bm-G-A,D-D-Bm-A,NONE,G-D-A,D-D-Bm-A
Midnights,karma,Taylor Swift Jack Antonoff Mark Spears Jahaan Sweet Keanu Torres,1,D-C-C-Em,Bm-C-C-Em,You're talking shit for the hell of it/Addicted to betrayal but you're relevant/ You're terrified to look down,Bm-C-C-Em,And I keep my side of the street clean/You wouldn't know what I mean,D-C-C-G,Cause karma is my boyfriend/Karma is a god/Karma is the breeze in my hair on the weekend/Karma’s a relaxing thought/Aren’t you envious that for you it's not?/Sweet like honey karma is a cat/Purring in my lap 'cause it loves me,NONE,NONE,Bm-G-F#m-A,Ask me what I learned from all those years/Ask me what I earned from all those tears/Ask me why so many fade when I'm still here/(I’m still here I'm still here),NONE,NONE,False,False,karma,135,D#-C#-C#-Fm,Cm-C#-C#-Fm,Cm-C#-C#-Fm,D#-C#-C#-G#,NONE,Cm-G#-F##m-A#,NONE
Fearless (Taylor's Version),you all over me (taylor's version) (from the vault),Taylor Swift  Scooter Carusoe,0,D-A-Bm-G,D-A-Bm-G,Once the last drop of rain has dried off the pavement/Shouldn’t I find a stain? But I never do/The way the tires turn stones on old county roads/They leave 'em muddy underneath  reminds me of you/You find graffiti on the walls of old bathroom stalls  you know/You can scratch it right off  it's how it used to be/But like the dollar in your pocket  it's been spent and traded in/You can't change where it's been  reminds me of me,NONE,NONE,D-Bm-G-A-D,I lived and I learned/Had you  got burned/Held out and held on/God knows  too long  and wasted time/Lost tears  swore that I'd get out of here/But no amount of freedom gets you clean/I’ve still got you all over me,NONE,NONE,NONE,NONE,A-D-Bm-G,I’ve still got you all over me/Still got you all over me,False,False,you all over me taylors version from the vault,76,D-A-Bm-G,D-A-Bm-G,NONE,D-Bm-G-A-D,NONE,NONE,A-D-Bm-G
1989 (Taylor's Version),blank space (taylor's version),Taylor Swift   Max Martin   Shellback,3,D,D-Bm-G-A,Nice to meet you   where you been?/I could show you incredible things/Magi   madness   heaven   sin/Saw you there and I thought/'Oh   my God   look at that face/You look like my next mistake/Love's game   wanna play?' Ayy/New money   suit and tie/I can read you like magazine/Ain't it funny? Rumors fly/And I know you heard about me/So   hey   let's be friends/I'm dying to see how this one ends/Grab your passport and my hand/I can make the bad guys good for weekend/NONE,NONE,NONE,D-Bm-Em-G-,So it's gonna be forever/Or it's gonna go down in flames?/You can tell me when it's over   mm/If the high was worth the pain/Got long list of ex-lovers/They’ll tell you I'm insane/‘Cause you know I love the players/And you love the game/‘Cause we're youn nd we're reckless/We’ll take this way too far/It'll leave you breathless   mm/Or with nasty scar/Got long list of ex-lovers/They'll tell you I'm insane/But I've got blank space   baby/And I'll write your name,NONE,NONE,D,Boys only want love if it's torture/Don't say I didn't   say I didn't warn ya/Boys only want love if it's torture/Don't say I didn't   say I didn't warn ya,NONE,NONE,False,False,blank space taylors version,5,F,F-Dm-A#-C,NONE,F-Dm-Gm-A#-,NONE,F,NONE
RED (Taylor's Version),everything has changed (taylor's version),Taylor Swift Ed Sheeran,4,D-G-D-G,D-Bm-G-A,All I knew this mornin' when I woke/Is I know something now/Know something now I didn't before/And all I've seen since eighteen hours ago/Is green eyes and freckles and your smile/In the back of my mind makin' me feel like,D-Em-G-Bm-A,I just wanna know you better/Know you better know you better now/I just wanna know you better/Know you better know you better now/I just wanna know you better/Know you better know you better now/I just wanna know you/Know you know you,D-Bm-A-G-D,Cause all I know is we said ‘Hello'/And your eyes look like comin' homе/All I know is a simple name/Everything has changеd/All I know is you held the door/You’ll be mine and I'll be yours/All I know since yesterday yeah/Is everything has changed,NONE,NONE,Bm-G-D-A,Come back and tell me why/I’m feelin' like I've missed you all this time (Oh-oh-oh)/And meet me there tonight/And let me know that it's not all in my mind-ind-ind,NONE,NONE,False,False,everything has changed taylors version,162,F#-B-F#-B,F#-D#m-B-C#,F#-G#m-B-D#m-C#,F#-D#m-C#-B-F#,NONE,D#m-B-F#-C#,NONE
The Tortured Poets Department,i hate it here,Taylor Swift Aaron Dessner,0,NONE,Bm-D-G,Quick quick/Tell me something awful like you are a poet/Trapped inside the body of a finance guy/Tell me all your secrets/All you'll ever be is/My eternal consolation prize,NONE,NONE,D-Bm-A-G,I hate it here so I will go to/Secret gardens in my mind/People need a key to get to/The only one is mine/I read about it in a book when I was a precocious child/No mid-sized city hopes and small-town fears/I'm there most of the year 'cause I hate it here/I hate it here,NONE,NONE,A-G-Em-Bm,I'm lonely but I'm good/I'm bitter but I swear I'm fine/I’ll save all my romanticism for my inner life and I'll get lost on purpose/This place made me feel worthless/Lucid dreAms like electricity the current flies through me and in my fantasies I rise above it/And way up there I actually love it,G-D-Bm-A-G-D,Quick quick/Tell me something awful/Like you are a poet/Trapped inside the body of a finance guy,False,False,i hate it here,204,NONE,Bm-D-G,NONE,D-Bm-A-G,NONE,A-G-Em-Bm,G-D-Bm-A-G-D
RED (Taylor's Version),the last time (taylor's version),Taylor Swift Gary Lightbody Jacknife Lee,0,G-A-Bm-D-A,G-A-Bm-A,I find myself at your door/Just like all those times before/I’m not sure how I got there/All roads they lead me here/I imagine you are home/In your room all alone/And you open your eyes into mine/And everything feels better,G-A-Bm-D,And right before your eyes/I’m breakin’/No past no reasons why/Just you and me,D-Bm-A-G,This is the last time I'm askin' you this/Put my name at the top of your list/This is the last time I'm askin' you why/You break my heart in the blink of an eye eye eye,NONE,NONE,G-A-Bm-D,This is the last time you tell me I've got it wrong/This is the last time I say 'It's been you all along’/This is the last time I let you in my door/This is the last time I won't hurt you anymore/Oh oh oh oh/Oh oh oh oh,D-Bm-A-G,This is the last time I'm askin' you last time I'm askin' you/Last time I'm askin' you this/This is the last time I'm askin' you last time I'm askin' you/Last time I'm askin' you this/This is the last time I'm askin' you last time I'm askin' you/Last time I'm askin' you this/This is the last time I'm askin' you last time I'm askin' you/Last time I'm askin' you this,False,False,the last time taylors version,155,G-A-Bm-D-A,G-A-Bm-A,G-A-Bm-D,D-Bm-A-G,NONE,G-A-Bm-D,D-Bm-A-G
Evermore,ivy,Taylor Swift Aaron Dessner Jack Antonoff,0,NONE,Bm-A-G-Em-F#m,How’s one to know?/I’d meet you where the spirit meets the bones/In a faith-forgotten land/In from the snow/Your touch brought forth an incandescent glow/Tarnished but so grand,NONE,NONE,D-Bm-A-Bm-D,Oh  goddamn/My pain fits in the palm of your freezing hand/Taking mine  but it's been promised to another/Oh  I can’t/Stop you putting roots in my dreamland/My house of stone  your ivy grows/And now I'm covered in you,NONE,NONE,D-G-A-D-G-A,So yeah  it's a fire/It’s a goddamn blaze in the dark/And you started it/You started it/So yeah  it's a war/It’s the goddamn fight of my life/And you started it/You started it,NONE,NONE,True,False,ivy,41,NONE,Bm-A-G-Em-F#m,NONE,D-Bm-A-Bm-D,NONE,D-G-A-D-G-A,NONE
RED (Taylor's Version),better man (taylor's version) (from the vault),Taylor Swift,2,D-A-G,D-A-G-A-G,I know I'm probably better off on my own/Than lovin’ a man who didn't know what he had when he had it/And I see the permanent damage you did to me/Never again I just wish I could forget when it was magic,G-A-G,I wish it wasn't 4AM standin’ in the mirror/Saying to myself 'You know you had to do it’/I know the bravest thing I ever did was run,D-A_Bm-A-G,Sometimes in the middle of the night I can feel you again/But I just miss you and I just wish you were a better man/I know why we had to say goodbye like the back of my hand/But I just miss you and I just wish you were a better man/A better man,NONE,NONE,G-A-Bm-A-G,I hold onto this pride because these days it's all I have/And I gave to you my best/And we both know you can't say that,A-G-Bm-A-D,We might still be in love if you were a better man/You would’ve been the one if you were a better man,False,False,better man taylors version from the vault,165,E-B-A,E-B-A-B-A,A-B-A,E-B_Bm-B-A,NONE,A-B-C#m-B-A,B-A-C#m-B-E
Taylor Swift,the outside,Taylor Swift,3,D-A-Em-G,D-A-G-Em-G,I didn’t know what I would find/When I went looking for a reason I know/I didn’t read between the lines/And baby I’ve got nowhere to go/I tried to take the road less traveled by/But nothing seems to work the first few times/Am I right?,NONE,NONE,D-A-G-Em-G-A,So how can I ever try to be better?/Nobody ever lets me in/I can still see you this ain’t the best view/On the outside looking in/I’ve been a lot of lonely places/I’ve never been on the outside,D-A-G-Em-G-A,You saw me there but never knew/I would give it all up to be a part of this/a part of you/And now its all too late so you see/You could’ve helped if you had wanted to/But no one notices until its too/Late to do anything,NONE,NONE,NONE,NONE,False,False,the outside,24,F-C-Gm-A#,F-C-A#-Gm-A#,NONE,F-C-A#-Gm-A#-C,F-C-A#-Gm-A#-C,NONE,NONE
The Tortured Poets Department,guilty as sin?,Taylor Swift Jack Antonoff,0,NONE,Bm-G-Bm-G,Drownin' in the Blue Nile/He sent me 'Downtown Lights'/I hadn't heard it in a while/My boredom's bone-deep/This cage was once just fine/Am I allowed to cry?,NONE,NONE,D-A-G-D-F#m-G-A-Bm,What if he's written 'mine' on my upper thigh only in my mind?/One slip and fallin' back into the hedge maze/Oh what a way to die/I keep recalling things we never did,NONE,NONE,A-G-D,What if I roll the stone away?/They’re gonna crucify me anyway/What if the way you hold me is actually what's holy?/If long suffering propriety is what they want from me/They don't know how you've haunted me so stunningly/I choose you and me religiously,A-G-D-A-G,He sent me 'Downtown Lights’/I hadn't heard it in a while/Am I allowed to cry?,False,False,guilty as sin?,216,NONE,Bm-G-Bm-G,NONE,D-A-G-D-F#m-G-A-Bm,NONE,A-G-D,A-G-D-A-G
RED (Taylor's Version),the lucky one (taylor's version),Taylor Swift,2,D,D-Bm-G-D-A,New to town with a made-up name/In the angel's city chasin' fortune and fame/And the camera flashes make it look like a dream/You had it figured out since you were in school/Everybody loves pretty everybody loves cool/So overnight you look like a '60s queen,G,Another name goes up in lights/Like diamonds in the sky,D-A-G-A-G-D,And they'll tell you now you're the lucky one/Yeah they'll tell you now you're the lucky one/But can you tell me now you're the lucky one?/Oh oh oh,NONE,NONE,NONE,NONE,NONE,NONE,True,False,the lucky one taylors version,137,E,E-C#m-A-E-B,A,E-B-A-B-A-E,NONE,NONE,NONE
1989 (Taylor's Version),style (taylor's version),Taylor Swift   Max Martin   Shellback   Ali Payami,0,NONE,Bm-G,Midnight/You come and pick me up   no headlights/A long drive/Could end in burning flames or paradise/Fade into view   oh/It's been while since I have even heard from you/(Heard from you),Em-F#m-G,And I should just tell you to leave   'cause I/Know exactly where it leads   but I/Watch us go 'round and 'round each time,D-A-G-A-Bm,You got that James Dean daydream look in your eye/And I got that red lip classi thing that you like/And when we go crashing down   we come back every time/'Cause we never go out of style   we never go out of style/You got that long hair   slicked back   white t-shirt/And I got that good girl faith and tight little skirt/And when we go crashing down   we come back every time/'Cause we never go out of style   we never go out of style,NONE,NONE,D-A-G,Take me home (Ah)/Just take me home (Ah)/Yeah   just take me home (Ah)/Oh-oh   woah-oh   oh (Out of style),NONE,NONE,False,False,style taylors version,13,NONE,Bm-G,Em-F#m-G,D-A-G-A-Bm,NONE,D-A-G,NONE
Fearless (Taylor's Version),hey stephen (taylor's version),Taylor Swift,4,D-A-G,D-A-G,"Hey Stephen  I know looks can be deceivin’/But I know I saw a light in you/And as we walked  we were talkin’/I didn't say half the things I wanted to/ Of all the girls tossing rocks at your window/ I'll be the one waiting there even when it's cold/ Hey Stephen  boy  you might have me believin’/I don't always have to be alone,",NONE,NONE,D-A-G-A,Cause I can't help it if you look like an angel/ Can't help it if I wanna kiss you in the rain  so/ Come feel this magic I've been feelin' since I met you/Can’t help it if there's no one else/Mmm  I can't help myself,A-G-D-A-G,Mm  mmm/Oh-woah  mmm,Bm-A-D-G,They’re dimming the street lights/You’re perfect for me/Why aren't you here tonight?/I’m waitin' alone now/So come on and come out/And pull me near/And shine  shine  shine,A-G-A-D-A-G,Oh-oh  myself/Mmm  I can't help myself/I can't help myself  oh-oh-oh/Mmm  mmm/Mmm  mmm  mmm,True,False,hey stephen taylors version,63,F#-C#-B,F#-C#-B,NONE,F#-C#-B-C#,C#-B-F#-C#-B,D#m-C#-F#-B,C#-B-C#-F#-C#-B
Folklore,cardigan,Taylor Swift  Aaron Dessner,1,NONE,Em-A,Vintage tee  brand new phone/High heels on cobblestones/When you are young  they assume you know nothing/Sequin smile  black lipstick/Sensual politics/When you are young  they assume you know nothing,NONE,NONE,D-A-G-A,But I knew you/Dancin’ in your Levi’s/Drunk under a streetlight  I/I knew you/Hand under my sweatshirt/Baby  kiss it better  I,Em-A-G-A,And when I felt like I was an old cardigan/Under someone's bed/You put me on and said I was your favorite,G-Bm-A-G,To kiss in cars and downtown bars/Was all we needed/You drew stars around my scars/But now I'm bleedin’NONE,NONE,NONE,True,False,cardigan,89,NONE,Fm-A#,NONE,D#-A#-G#-A#,Fm-A#-G#-A#,G#-Cm-A#-G#,NONE
Evermore,dorthea,Taylor Swift  Aaron Dessner,2,D-A-G-A,D-A-G,Hey  Dorothea  do you ever stop and think about me?/When we were younger  down in the park/Honey  makin' a lark of the misery/You got shiny friends since you left town/A tiny screen's the only place I see you now/And I got nothin' but well wishes for ya,Em-Bm,Ooh/This place is the same as it ever was/Ooh/But you won't like it that way,D-A-G-A,It’s never too late to come back to my side/The stars in your eyes shined brighter in Tupelo/And if you're ever tired of bеin' known for who you know/You know that you'll always know me/Dorothea  uh-uh/Dorothea  ah-ah,Em-Bm-D-A,Ooh/You’rе a queen sellin' dreams  sellin' makeup and magazines/Ooh/From you  I'd buy anything,NONE,NONE,Em-Bm-D-A,Ooh  ooh/Ooh-woo-ooh-ooh-ooh  ooh-ooh-ooh-ooh/Ooh  ooh/Ooh-woo-ooh-ooh-ooh  ooh-ooh-ooh/Dorothea (Ah-ah-ah)/Ah-ah/Ooh,False,False,dorthea,40,E-B-A-B,E-B-A,F#m-C#m,E-B-A-B,F#m-C#m-E-B,NONE,F#m-C#m-E-B
1989 (Taylor's Version),how you get the girl (taylor's version),Taylor Swift   Max Martin   Shellback,0,D-A-G,D-A-G,Stand there like ghost/Shaking from the rain   rain/She’ll open up the door and say   'Are you insane?'/Say it's been long six months/And you were too afraid to tell her what you want   want,D-A-G,And that's how it works/That's how you get the girl/And then   you say,D-A-G,I want you for worse or for better/I would wait forever and ever/Broke your heart   I'll put it back together/I would wait forever and ever/And that's how it works/That's how you get the girl   girl (Oh-oh   oh)/And that's how it works/That’s how you get the girl   girl,NONE,NONE,D-A-G,And you know/Oh   oh   oh   oh   oh   oh   oh   oh   oh   oh/That I don't want you to go   oh   oh,D-A-G,Remind me how it used to be/Pictures in frames of kisses on cheeks/And say you want me   yeah-yeah/And that's how it works/That’s how you got the girl,False,False,how you get the girl taylors version,20,D-A-G,D-A-G,D-A-G,D-A-G,NONE,D-A-G,D-A-G
Taylor Swift,mary's song (oh my my my my),Taylor Swift Liz Rose Brian Maher,0,D-A-G-D-G,D-A-G-Em-A,She said I was seven and you were nine/I looked at you like the stars that shined/In the sky the pretty lights/And our daddies used to joke about the two of us/Growing up and falling in love and our mamas smiled/And rolled their eyes and said oh my my my,NONE,NONE,D-A-G,Take me back to the house in the backyard tree/Said you’d beat me up you were bigger than me/You never did you never did/Take me back when our world was one block wide/I dared you to kiss me and ran when you tried/Just two kids you and I/Oh my my my my,NONE,NONE,D-A-G,A few years had gone and come around/We were sitting at our favorite spot in town/And you looked at me got down on one knee,D-A-G-Em-D,I’ll be eighty-seven; you’ll be eighty-nine/I’ll still look at you like the stars that shine/In the sky oh my my my,False,False,marys song oh my my my my,25,D-A-G-D-G,D-A-G-Em-A,NONE,D-A-G,NONE,D-A-G,D-A-G-Em-D
Fearless (Taylor's Version),jump then fall (taylor's version),Taylor Swift,0,D-A-G,D-A-G,I like the way you sound in the mornin’/We're on the phone and without a warnin’/I realize your laugh is the best sound/I have ever heard/I like the way I can't keep my focus/I watch you talk  you didn't notice/I hear the words  but all I can think is/ 'We should be together’,G-A,Every time you smile  I smile/And every time you shine  I'll shine for you,D-A-G,Woah-oh  I'm feelin' you  baby/Don't be afraid to jump  then fall/Jump  then fall into me/ Baby  I'm never gonna leave you/ Say that you wanna be with me too/‘Cause I'ma stay through it all/So  jump  then fall,NONE,NONE,Em-G-D-A-C-Em-A,The bottom's gonna drop out from under our feet/I’ll catch you  I'll catch you/When people say things that bring you to your knees/I’ll catch you/The time is gonna come when you're so mad you could cry/But I'll hold you through the night until you smile,D-A-G,Every time you smile  I smile/And every time you shine  I'll shine/And every time you're here/Baby  I'll show you  I'll show you/You can jump  then fall  jump  then fall/Jump  then fall into me  into me  yeah,False,False,jump then fall taylors version,73,D-A-G,D-A-G,G-A,D-A-G,NONE,Em-G-D-A-C-Em-A,D-A-G
